54,2,Question 6,Cash Flow Statement preparation - State 2024 Section 2,https://www.examinations.ie/archive/exampapers/2024/LC032ALP000EV.pdf#page=10,30,Cash Flow Statements,Hard,state,,2024-01-24T15:00:00
55,5,Question 7,Cash Flow Statement preparation - Deferred 2023 Section 2,https://www.examinations.ie/archive/exampapers/2023/LC032ALP000EV.pdf#page=10,30,Cash Flow Statements,Hard,state,,2024-01-24T15:00:00
56,7,Question 2,Cash Flow Statement preparation - State 2022 Section 1,https://www.examinations.ie/archive/exampapers/2022/LC032ALP000EV.pdf#page=5,30,Cash Flow Statements,Hard,state,,2024-01-24T15:00:00
57,10,Question 7,Cash Flow Statement preparation - State 2021 Section 2,https://www.examinations.ie/archive/exampapers/2021/LC032ALP000EV.pdf#page=10,30,Cash Flow Statements,Hard,state,,2024-01-24T15:00:00
58,13,Question 7,Cash Flow Statement preparation - State 2019 Section 2,https://www.examinations.ie/archive/exampapers/2019/LC032ALP000EV.pdf#page=10,30,Cash Flow Statements,Hard,state,,2024-01-24T15:00:00
59,16,Question 2,Cash Flow Statement preparation - State 2017 Section 1,https://www.examinations.ie/archive/exampapers/2017/LC032ALP000EV.pdf#page=5,30,Cash Flow Statements,Hard,state,,2024-01-24T15:00:00
60,19,Question 6,Cash Flow Statement preparation - State 2015 Section 2,https://www.examinations.ie/archive/exampapers/2015/LC032ALP000EV.pdf#page=10,30,Cash Flow Statements,Hard,state,,2024-01-24T15:00:00
61,20,Question 2,Cash Flow Statement preparation - State 2014 Section 1,https://www.examinations.ie/archive/exampapers/2014/LC032ALP000EV.pdf#page=5,30,Cash Flow Statements,Hard,state,,2024-01-24T15:00:00
62,24,Question 7,Cash Flow Statement preparation - State 2012 Section 2,https://www.examinations.ie/archive/exampapers/2012/LC032ALP000EV.pdf#page=10,30,Cash Flow Statements,Hard,state,,2024-01-24T15:00:00
63,27,Question 2,Cash Flow Statement preparation - State 2010 Section 1,https://www.examinations.ie/archive/exampapers/2010/LC032ALP000EV.pdf#page=5,30,Cash Flow Statements,Hard,state,,2024-01-24T15:00:00
64,30,Question 6,Cash Flow Statement preparation - State 2008 Section 2,https://www.examinations.ie/archive/exampapers/2008/LC032ALP000EV.pdf#page=10,30,Cash Flow Statements,Hard,state,,2024-01-24T15:00:00
65,32,Question 3,Cash Flow Statement preparation - State 2006 Section 1,https://www.examinations.ie/archive/exampapers/2006/LC032ALP000EV.pdf#page=5,30,Cash Flow Statements,Hard,state,,2024-01-24T15:00:00
66,1,Question 3,Club Accounts preparation - Mock 2025 Section 1,,25,Club Accounts,Medium,mock,,2024-01-24T15:00:00
67,9,Question 3,Club Accounts preparation - Mock 2022 Section 1,,25,Club Accounts,Medium,mock,,2024-01-24T15:00:00
68,14,Question 3,Club Accounts preparation - Mock 2019 Section 1,,25,Club Accounts,Medium,mock,,2024-01-24T15:00:00
69,7,Question 7,Club Accounts preparation - State 2022 Section 2,https://www.examinations.ie/archive/exampapers/2022/LC032ALP000EV.pdf#page=10,25,Club Accounts,Medium,state,,2024-01-24T15:00:00
70,8,Question 6,Club Accounts preparation - Deferred 2022 Section 2,https://www.examinations.ie/archive/exampapers/2022/LC032ALP000EV.pdf#page=10,25,Club Accounts,Medium,state,,2024-01-24T15:00:00
71,13,Question 6,Club Accounts preparation - State 2019 Section 2,https://www.examinations.ie/archive/exampapers/2019/LC032ALP000EV.pdf#page=10,25,Club Accounts,Medium,state,,2024-01-24T15:00:00
72,18,Question 3,Club Accounts preparation - State 2016 Section 1,https://www.examinations.ie/archive/exampapers/2016/LC032ALP000EV.pdf#page=5,25,Club Accounts,Medium,state,,2024-01-24T15:00:00
73,22,Question 4,Club Accounts preparation - State 2013 Section 1,https://www.examinations.ie/archive/exampapers/2013/LC032ALP000EV.pdf#page=5,25,Club Accounts,Medium,state,,2024-01-24T15:00:00
